Column1;title;date;url;author;topic;summary;text
652;Crépy-en-Valois : le centre de vaccination change d'adresse ce mercredi;09/07/2021;https://actu.fr/hauts-de-france/crepy-en-valois_60176/crepy-en-valois-le-centre-de-vaccination-change-d-adresse-ce-mercredi_44710108.html;Nicolas Aubouin;societe;Avec la reprise des activités sportives les centres de vaccinations qui avaient pris place dans des gymnase sont contraints de déménager. Comme à Crépy-en-Valois (Oise).;Actu Hauts-de-France Oise Crépy-en-Valois Crépy-en-Valois : le centre de vaccination change d'adresse ce mercredi Avec la reprise des activités sportives les centres de vaccinations qui avaient pris place dans des gymnase sont contraints de déménager. Comme à Crépy-en-Valois (Oise). Le centre de vaccination de Crépy-en-Valois déménage pour laisser la place aux associations.    Actu Oise Mon actu Suivre Attention si vous devez aller vous faire vacciner contre le coronavirus à Crépy-en-Valois, dans l’Oise. Dès ce mercredi 8 septembre, le centre n’est plus dans la Maison des arts martiaux et des sports de combat. En effet, avec la vie associative qui reprend ses droits, le centre doit déménager pour laisser la place au sport. Les volontaires et ceux qui ont rendez-vous pour le vaccin contre la Covid-19 devront donc maintenant se présenter au rez-de-chaussée de la maison de retraite Etienne-Marie de la Hante, au Mail Philippe-d’Alsace. À lire aussi Oise : 13 verbalisations pour 179 contrôles du pass sanitaire en une semaine À partir du mercredi 8 septembre ???, le Centre de vaccination #Covid19 déménage au rez-de-chaussée de la maison de retraite E-M de la Hante (Mail Philippe d'Alsace) pour permettre la reprise des activités des associations à la Maison des arts martiaux et des sports de combat ??. pic.twitter.com/txVxUYT9Cp — Ville de Crépy-en-Valois (@MairieCrepy) September 6, 2021 Deux façons de prendre rendez-vous Pour se faire vacciner, vous pouvez prendre rendez-vous de deux manières différentes. Par téléphone avec le numéro d’appel national (numéro vert gratuit) : 0 800 009 110. Ou sur le site internet doctolib.fr. 
653;Covid-19. Les universités de Toulouse accueillent des centres de vaccination pendant trois jours;09/07/2021;https://actu.fr/occitanie/toulouse_31555/covid-19-les-universites-de-toulouse-accueillent-des-centres-de-vaccination-pendant-trois-jours_44687088.html;Thibaut Calatayud;societe;Du mercredi 8 au vendredi 10 septembre 2021, les trois universités de Toulouse vont accueillir des centres de vaccination contre le Covid-19.;Actu Occitanie Haute-Garonne Toulouse Covid-19. Les universités de Toulouse accueillent des centres de vaccination pendant trois jours Du mercredi 8 au vendredi 10 septembre 2021, les trois universités de Toulouse vont accueillir des centres de vaccination contre le Covid-19. À Toulouse, l’université Jean Jaurès va accueillir un centre de vaccination contre le Covid-19, du 8 au 10 septembre 2021.    Actu Toulouse Mon actu Suivre Des centres de vaccination pour les étudiants de Toulouse. Du mercredi 8 au vendredi 10 septembre 2021, les jeunes du campus du Mirail, du Capitole et de Paul Sabatier pourront recevoir une injection contre le Covid-19. Des centres de vaccination sans rendez-vous À l’université Jean Jaurès, c’est la Maison des initiatives étudiantes qui accueillera cette opération, de 10 h à 18 h, réalisée en partenariat avec l’Université fédérale Toulouse Midi-Pyrénées (UFTMiP) et l’Agence régionale de santé (ARS) Occitanie. Ce centre de vaccination accueillera gratuitement et sans rendez-vous l’ensemble des étudiants de Jean Jaurès, « y compris celles et ceux qui fréquentent les autres campus ». Les étudiants internationaux sont également concernés par le dispositif. Pour appréhender plus sereinement les cours en présentiel Les étudiants de l’université Toulouse Capitole pourront également bénéficier d’une injection sans rendez-vous entre 12 h et 20 h, salle AF60, dans le bâtiment de la Maison des étudiants, en face du Simpps (Anciennes facultés). Idem pour Toulouse III (Paul Sabatier). Il faudra se rendre dans le bâtiment U6 – MRL, au 1er étage, de 12 h à 20 h. En vaccinant au plus près des étudiants, les universités espèrent lutter au mieux contre la pandémie, « après trois semestres fortement perturbés par la crise sanitaire, et alors que la rentrée 2021-2022 marque le retour tant attendu aux activités présentielles sur les campus ». 
654;Covid-19 en Sarthe : les hospitalisations sont en baisse;09/07/2021;https://actu.fr/societe/coronavirus/covid-19-en-sarthe-les-hospitalisations-sont-en-baisse_44708640.html;Rédaction Sablé;societe;L'épidémie de Covid-19 continue de reculer en Sarthe. Les indicateurs sont de nouveau à la baisse.;Actu Pays de la Loire Sarthe Covid-19 en Sarthe : les hospitalisations sont en baisse L'épidémie de Covid-19 continue de reculer en Sarthe. Les indicateurs sont de nouveau à la baisse. Les hospitalisations sont en baisse.    Les Nouvelles de Sablé Mon actu Suivre Les derniers chiffres publiés par l’Agence Régionale de Santé des Pays de la Loire montrent un recul de l’épidémie en Sarthe. Le nombre de personnes hospitalisées est en baisse.  En Sarthe, le taux d’incidence (calculé pour 100 000 habitants) s’élève à 67,5 contre 79,8  il y a une semaine. Il se situe toujours en dessous de la moyenne régionale, qui est de 79. Pas de changement concernant le taux de positivité (calculé pour 100 tests) qui est de 1,7.  À lire aussi Météo. Après la chaleur, des orages attendus en Sarthe Les hospitalisations en baisse Les hospitalisations continuent de baisser avec 23 personnes contre 31, il y a une semaine. La tendance est la même concernant le nombre de patients admis en réanimation ( 2 personnes). En une semaine, un nouveau décès est à déplorer, portant le total à 614. 63 % des Sarthois totalement vaccinés 63 % des Sarthois ont reçu les deux doses de vaccin contre le Covid-19. C’est 4% de plus qu’il y a une semaine. 74 % ont reçu au moins une dose.  En matière de vaccination, le département de la Sarthe reste bon dernier dans la région des Pays de la Loire. Cela reste cependant très légèrement plus que la moyenne nationale, où on compte 73 % de primo-vaccinés et 62 % de personnes ayant un schéma vaccinal complet. 
655;Coronavirus. Le port du masque toujours obligatoire dans 6 villes du littoral Basque;09/07/2021;https://actu.fr/societe/coronavirus/coronavirus-le-port-du-masque-toujours-obligatoire-dans-6-villes-du-littoral-basque_44708115.html;Bastien Claverie;societe;La préfecture des Pyrénées-Atlantiques vient de prolonger l'obligation du port du masque en extérieur dans 6 villes du littoral basque jusqu’au mercredi 15 septembre 2021.;Actu Nouvelle-Aquitaine Pyrénées-Atlantiques Coronavirus. Le port du masque toujours obligatoire dans 6 villes du littoral Basque La préfecture des Pyrénées-Atlantiques vient de prolonger l'obligation du port du masque en extérieur dans 6 villes du littoral basque jusqu’au mercredi 15 septembre 2021. Le port du masque en extérieur est toujours obligatoire dans 6 communes du Pays Basque.    Actu Pays Basque Mon actu Suivre La préfet des Pyrénées-Atlantiques, Éric Spitz vient de prolonger par arrêté l’obligation de porter le masque en extérieur sur les communes de Bayonne, Anglet, Biarritz, Guéthary, Hendaye et Saint-Jean-de-Luz jusqu’au mercredi 15 septembre 2021. À lire aussi Pays Basque. Passe sanitaire plus obligatoire au BAB2 et à Ametzondo « Pression sur les services hospitaliers » Alors que le taux d’incidence se maintient en dessous de 110 cas pour 100 000 habitants depuis plusieurs jours, la préfecture a décidé de prolonger le port du masque en extérieur dans certaines communes du Pays Basque. Elle justifie cette décision en raison de « la pression sur les services hospitaliers du département qui reste encore forte avec 100 personnes en hospitalisation COVID, dont 13 en réanimation. » On déplore également une personne décédée supplémentaire des suites de la COVID dans les dernières 24 heures, ce qui porte le nombre total des victimes du virus à 499 personnes dans le département. Préfecture des Pyrénées-Atlantiques En conséquence, le préfet prolonge par arrêté sa décision de rendre le port du masque obligatoire de 9h00 à 21h00 dans les établissements recevant du public et les lieux publics des communes de Bayonne, Anglet, Biarritz, Guéthary, Hendaye et Saint-Jean-de-Luz pour toutes personnes âgées de 11 ans et plus. L’ensemble de ces mesures sont applicables jusqu’au mercredi 15 septembre 2021. 
656;Mu et C.1.2 : ce que l'on sait des deux nouveaux variants du Covid-19;09/07/2021;https://actu.fr/societe/coronavirus/mu-et-c-1-2-ce-que-l-on-sait-des-deux-nouveaux-variants-du-covid-19_44514874.html;Orlane Jézéquélou;societe;Depuis Alpha et plus récemment Delta, de nouveaux variants ont fait leur apparition. Parmi eux, Mu et C.1.2, observés pour la première fois en Colombie et en Afrique du Sud.;Actu Coronavirus Mu et C.1.2 : ce que l'on sait des deux nouveaux variants du Covid-19 Depuis Alpha et plus récemment Delta, de nouveaux variants ont fait leur apparition.   Actu Mon actu Suivre Depuis le début de la pandémie, de nombreux variants ont fait leur apparition. Après les variants Delta ou encore Alpha, le virus de la Covid-19 continue de muter. En Colombie et en Afrique du Sud, les variants Mu et C.1.2 se développent et interrogent. Ils ne sont pas les seuls et chacun d’entre eux sont classés par l’Organisation Mondiale de la Santé (OMS) en variants préoccupants, variants à suivre, ou font l’objet d’une alerte pour une surveillance renforcée. En France, cinq variants sont actuellement qualifiés de préoccupants mais la majorité des mutations ont très peu, voire pas d’incidence sur les propriétés du virus. Qu’en est-il des mutations Mu et C.1.2 ?   À lire aussi Covid-19 : l’OMS surveille attentivement le nouveau variant B.1621, détecté en Colombie VARIANT C.1.2 Ce variant a été observé pour la première fois en Afrique du Sud en mai 2021. L’Institut national des maladies transmissibles d’Afrique du Sud a depuis émis une alerte le 30 août dernier pour une vigilance accrue. Quelques premiers éléments ont été apportés sur ce variant dans une étude pré-publiée mais pas encore validée par des pairs. Ainsi, sur 5 756 génomes analysés, 54 sont issus de la lignée C.1.2. Une majorité de cas a été détectée en Afrique du Sud. Il a depuis été observé dans sept autres pays : Angleterre, Suisse, Portugal, Île Maurice, Chine, République démocratique du Congo et Nouvelle-Zélande. Aucun cas n’a pour l’heure été rapporté en France. À lire aussi VIDEO. Covid-19 : le variant Delta, vecteur de formes graves chez les enfants ? Circulation du virus L’un des rédacteurs de cette étude, Tulio de Oliviera (bio-informaticien à l’université de Kwazulu-Natal à Durban) a indiqué que la prévalence de ce variant était faible, entre 2 et 3 %, selon des données relevées uniquement en Afrique du Sud. Et de préciser « qu’une fois ces résultats partagés, il ne s’agit pas de provoquer une panique mais de permettre à la science de nourrir la réponse ».  Dans un tweet du 30 août, l’épidémiologiste Maria Van Kerkhove à la tête de l’équipe Covid-19 de l’OMS a précisé que 100 génomes de C.1.2 avaient été séquencés depuis la date du 21 mai. Séquençage des variants du SARS-CoV-2 * Le génome du SARS-CoV-2 est composé d'environ 30 000 nucléotides * Le séquençage a pour but de lire les 30 000 caractères du génome du virus * On commence par le prélèvement d'un test PCR et on observe la suite des caractères * On vérifie ensuite si les séquences génétiques présentent des différences Elle y précise également que la présence de ce variant « ne semble pas augmenter », tout en rappelant le « besoin de plus de séquençages à mener et à partager à l’échelle mondiale ». Le variant Delta apparaît toujours comme dominant « à partir des séquences disponibles ». Un risque d’échappement immunitaire ? Des inquiétudes se portent néanmoins sur les mutations N440K et Y449H présentes dans le génome du C.1.2. La première inquiétude sur ces mutations porte sur le risque d’échappement immunitaire (résistance aux vaccins). En effet, le coronavirus mute beaucoup et rapidement. À lire aussi Covid-19 en Essonne. La circulation du virus ne progresse plus, malgré le variant Delta VARIANT MU Le variant Mu ou B.1621 a été observé pour la première fois au mois de janvier en Colombie. Depuis cette date, il est présent dans 39 pays en Amérique du Sud et en Europe. Il a été classé comme “variant à suivre” par l’OMS. Circulation du virus Observé pour la première fois en mai dans l’Hexagone, le variant MU correspond désormais à 105 cas détectés depuis le 21 mai, selon le rapport de Santé Publique France du 25 août sur les variants émergents du Covid-19. Mais il n’est cependant pas présent dans les dernières enquêtes flash. Il est classé en France comme un variant « en cours d’évaluation », selon Santé Publique France. La directrice de l’équipe technique Covid-19 de l’OMS, Maria Van Kerkhove, expliquait que ce variant représentait moins de 0,1% des cas séquencés, en ajoutant que « cela nécessite une observation attentive ». Ainsi, à la date du 29 août, 4 500 séquences avaient été déposées sur la plateforme de partage de données, GISAID. À lire aussi Variant colombien du Covid-19 : un premier cas détecté dans le Pas-de-Calais Une efficacité moindre des vaccins ? La prévalence du variant Mu est tout de même importante en Colombie (39 %) et en Equateur (13 %) et elle « a constamment augmenté ». Existe-t-il pour autant une résistance aux vaccins ? Il présente un certain nombre de mutations qui suggèrent qu’il pourrait être plus résistant aux vaccins, a averti l’agence des Nations Unies. Des recherches supplémentaires sont toutefois nécessaires pour le confirmer. 
657;Covid-19. Quand est-ce que le port du masque est toujours obligatoire en Eure-et-Loir ?;09/07/2021;https://actu.fr/societe/coronavirus/covid-19-quand-est-ce-que-le-port-du-masque-est-toujours-obligatoire-en-eure-et-loir_44697108.html;Inès Genetay;societe;Par arrêté préfectoral daté du lundi 6 septembre 2021, le port du masque dans certains cas est prolongé en Eure-et-Loir.;Actu Centre-Val de Loire Eure-et-Loir Covid-19. Quand est-ce que le port du masque est toujours obligatoire en Eure-et-Loir ?   Actu Chartres Mon actu Suivre La préfecture d’Eure-et-Loir a pris un nouvel arrêté pour prolonger l’obligation de porter un masque de protection dans certains cas.  Une mesure qui a pour objectif de limiter la circulation de la Covid-19 et sa propagation. A savoir que le taux d’incidence est passé en dessous de la barre des 100 cas positifs pour 100 000 habitants dans le département d‘Eure-et-Loir.  À lire aussi Eure-et-Loir : 2,40 g/l d’alcool dans le sang au péage de l’autoroute Le port du masque est obligatoire pour les personnes de plus de 11 ans jusqu’au lundi 27 septembre 2021 et dans les endroits suivants qui n’appliquent pas de pass sanitaire :  Les marchés de plein-air alimentaires et non alimentaires,  Les brocantes et vide-greniers,  Les foires et fêtes foraines,  Les ventes au déballage,  Les manifestations sur la voie publique,  Les concerts et manifestations culturelles,  Les évènements sportifs,  Les files d’attente à l’extérieur des établissements recevant du public. . 
658;Comment évolue l'épidémie de Covid-19 au sein des Hospices civils de Lyon ?;09/07/2021;https://actu.fr/auvergne-rhone-alpes/lyon_69123/comment-evolue-l-epidemie-de-covid-19-au-sein-des-hospices-civils-de-lyon_44694262.html;Rédaction Lyon;societe;Alors que le taux d'incidence baisse dans le Rhône, où en est l'épidémie de Covid-19 dans les 13 établissements des Hospices civils de Lyon ce mardi 7 septembre ? Voici le détail.;Actu Auvergne-Rhône-Alpes Rhône Lyon Comment évolue l'épidémie de Covid-19 au sein des Hospices civils de Lyon ? Alors que le taux d'incidence baisse dans le Rhône, où en est l'épidémie de Covid-19 dans les 13 établissements des Hospices civils de Lyon ce mardi 7 septembre ? Voici le détail. Ce mardi 7 septembre 2021, les HCL comptent 162 patients hospitalisés pour Covid-19.    Actu Lyon Mon actu Suivre Depuis une semaine, le taux d’incidence est passé sous la barre des 200 dans le Rhône avec 177 cas pour 100.000 habitants . Ce chiffre pourrait laisser croire que la quatrième vague est derrière nous. Pourtant elle semble mettre plus de temps à se dissiper au sein des Hospices civils de Lyon (bien que les chiffres restent largement inférieurs à ceux observés pendant les précédentes vagues).  À lire aussi En réanimation à 17 ans : les patients Covid-19 de plus en plus jeunes aux Hospices civils de Lyon Le taux d’occupation encore trop élevé Ce mardi 7 septembre 2021, les Hospices civils déclarent prendre en charge 162 patients atteints par le Covid-19. C’est dix patients de plus en une semaine.  Parmi ces patients, 54 ont été admis en réanimation, soit trois de plus que mardi dernier. Une légère augmentation qui n’est pas alarmante mais qui ne permet pas pour autant de crier victoire.  Le principal problème reste celui du taux d’occupation des lits qui ne baisse pas : il est de 84,4% ce mardi sur les 141 lits disponibles en ce moment. Et environ un patient sur deux pris en charge de ce service est atteint du Covid-19.  
659;Covid-19 : un centre de vaccination au stade Jesse Owens de Val-de-Reuil;09/07/2021;https://actu.fr/normandie/val-de-reuil_27701/covid-19-un-centre-de-vaccination-au-stade-jesse-owens-de-val-de-reuil_44682818.html;Rédaction Louviers;societe;À partir de ce mardi 7 septembre 2021, le stade Jesse Owens de Val-de-Reuil (Eure) héberge un centre de vaccination contre le Covid-19.;Actu Normandie Eure Val-de-Reuil Covid-19 : un centre de vaccination au stade Jesse Owens de Val-de-Reuil À partir de ce mardi 7 septembre 2021, le stade Jesse Owens de Val-de-Reuil (Eure) héberge un centre de vaccination contre le Covid-19. Le stade Jesse Owens de Val-de-Reuil (Eure) héberge le nouveau centre de vaccination à partir ce mardi 7 septembre 2021.    La Dépêche Louviers Mon actu Suivre Suite à la fermeture du centre de vaccination de Louviers, un nouveau centre ouvre ses portes au sein de l’Agglomération Seine-Eure. À partir de ce mardi 7 septembre 2021, il est possible de se faire vacciner au stade Jesse Owens de Val-de-Reuil (Eure). À lire aussi En Normandie, l’agent d’accueil du centre vaccinal condamné pour faux pass sanitaire La Ville de Val-de-Reuil indique : « Le centre de vaccination de Louviers a fermé à la fin du mois d'août et l'idée était que la Ville puisse prendre le relais sur un lieu facile d'accès pour les habitants de Val-de-Reuil et des communes limitrophes. » Ville de Val-de-Reuil Du mardi au vendredi Le nouveau centre de vaccination est ouvert du mardi au vendredi de 13 h à 20 h. Des créneaux seront également dédiés aux élèves des établissements scolaires qui souhaitent se faire vacciner. La mairie indique que le centre sera ouvert pour une durée indéterminée : « Il restera ouvert en fonction de ce que les autorités nous indiqueront de faire et en fonction de l'évolution de la situation sanitaire. Il sera vraisemblablement ouvert jusqu'à la fin de l'année. » Ville de Val-de-Reuil Sur rendez-vous Le centre est ouvert à tous à partir de l’âge de 12 ans. Pour se faire vacciner, il suffit de se prendre rendez-vous sur la plateforme Doctolib. Pour toute demande spécifique, il est possible de contacter le CCAS de Val-de-Reuil par téléphone au 02 32 59 35 05 ou par mail : vaccin@valdereuil.fr. 
660;Toulouse. Le masque dans la cour du collège Saint-Sernin, pas aux Chalets : une bizarrerie assumée;09/07/2021;https://actu.fr/occitanie/toulouse_31555/toulouse-le-masque-dans-la-cour-du-college-saint-sernin-pas-aux-chalets-une-bizarrerie-assumee_44660775.html;Hugues-Olivier Dumez;societe;Le port du masque est obligatoire dans la cour du collège Saint-Sernin, à Toulouse. Il est simplement recommandé dans l'établissement voisin des Chalets. Une bizarrerie assumée.;Actu Occitanie Haute-Garonne Toulouse Toulouse. Le masque dans la cour du collège Saint-Sernin, pas aux Chalets : une bizarrerie assumée Le port du masque est obligatoire dans la cour du collège Saint-Sernin, à Toulouse. Il est simplement recommandé dans l'établissement voisin des Chalets. Une bizarrerie assumée. Fini les masques dans les cours de récréation des écoles, collèges et lycées ?    Actu Toulouse Mon actu Suivre « Cela fait partie des bizarreries » de cette crise sanitaire, souligne Pierre Priouret, secrétaire académique du syndicat Snes-FSU Occitanie. Alors que le port du masque est obligatoire dans la cour du collège Saint-Sernin, à Toulouse, il est simplement recommandé dans l’établissement voisin des Chalets.  Fini le masque dans les cours de récréation ? À moins d’un kilomètre de distance, à vol d’oiseau, le coronavirus serait-il plus virulent ? Au point d’obliger certains collégiens à le porter lors de la récréation, quand d’autres en sont épargnés ?  « La localisation de l’établissement détermine le régime applicable », indique Pierre Priouret. « Cela n’a pas vraiment de fondement scientifique, c’est plus une mesure de commodité en réalité. On applique à l’intérieur de l’établissement la même règle qu’à l’extérieur ». Un périmètre défini à Toulouse Pour rappel, à Toulouse, le port du masque est obligatoire sur la voie publique et dans les espaces publics dans un périmètre délimité par les autorités. Le collège Saint-Sernin, sur la place éponyme, est situé à l’intérieur du périmètre alors que celui des Chalets se trouve à l’extérieur, de l’autre côté des boulevards. À lire aussi Le masque redevient obligatoire en extérieur : les secteurs concernés à Toulouse et en Haute-Garonne « Le masque est non obligatoire dans la cour de récréation à l’exception du centre-ville de Toulouse, dans le périmètre délimité par l’arrêté préfectoral du 13 août 2021 », confirme l’inspection académique de la Haute-Garonne. Le masque est « vivement recommandé » Selon Pierre Priouret, il serait plutôt « cohérent et logique » de « définir une jauge, à partir d’un certain nombre d’élèves au m2, au-delà duquel le masque est obligatoire ». Et ce « indépendamment de ce qui peut se pratiquer à l’extérieur ». Sinon, cela provoque forcément « des bizarreries, car on ne tient pas compte de la situation réelle de l’établissement ».  Le secrétaire académique du syndicat Snes-FSU Occitanie fait d’ailleurs remarquer un paradoxe : le collège Saint-Sernin est plus vaste que celui des Chalets. De manière générale, Pierre Priouret rappelle que le port du masque est « vivement recommandé dans toutes les cours de récréation ». Qu’importe que l’établissement soit à l’intérieur ou à l’extérieur dudit périmètre. 
661;Covid-19. Les Alpes-Maritimes passent sous la barre des 250 de taux d'incidence;09/07/2021;https://actu.fr/societe/coronavirus/covid-19-les-alpes-maritimes-passent-sous-la-barre-des-250-de-taux-d-incidence_44682467.html;Marylène Iapichino;societe;La quatrième vague semble retomber peu à peu dans les Alpes-Maritimes. D'après les chiffes au 6 septembre 2021, le département passe sous la barre des 250 de taux d'incidence.;Actu Provence-Alpes-Côte d'Azur Alpes-Maritimes Covid-19. Les Alpes-Maritimes passent sous la barre des 250 de taux d'incidence La quatrième vague semble retomber peu à peu dans les Alpes-Maritimes. D'après les chiffes au 6 septembre 2021, le département passe sous la barre des 250 de taux d'incidence. Au lundi 6 septembre 2021 le taux d’incidence était de 243 cas pour 100 000 habitants dans les Alpes-Maritimes.    Actu Nice Mon actu Suivre Le taux d’incidence était de plus de 600 cas pour 100 000 habitants dans les Alpes-Maritimes à la moitié du mois d’août. Ce lundi 6 septembre 2021 il est repassé sous la barre des 250. Il est précisément de 243 d’après CovidTracker. Un chiffre tout de même supérieur à la moyenne nationale de 141 et bien au-dessus du seuil d’alerte de 50. Il est également au-dessus des 200, chiffre retenu pour l’obligation du pass sanitaire dans les centres commerciaux de plus de 20 000m². À lire aussi Pass sanitaire. Les Alpes-Maritimes pas concernées par sa levée dans les centres commerciaux Les jeunes adultes les plus touchés La courbe du nombre de cas est bel et bien en pleine décroissance dans ce département qui a dépassé les 2 000 décès liés au Covid-19 depuis le début de la crise sanitaire. Le nombre de cas journaliers continue de diminuer dans les Alpes-Maritimes.  On peut observer que ce sont les 20 à 29 ans qui sont les plus touchés avec un taux d’incidence de 473, suivis des 30 à 39 ans (401) pour la semaine du 28 août au 3 septembre. La vaccination continue En région Provence-Alpes-Côte d’Azur, le Vaucluse est encore à 279 de taux d’incidence et les Bouches-du-Rhône, département le plus touché de France métropolitaine, caracole à 482. La vaccination se poursuit, 79,03% de la population maralpine a reçu au moins une première injection au 2 septembre. À lire aussi Alpes-Maritimes. Le port du masque obligatoire prolongé jusqu’au 16 septembre . 
662;À Bordeaux, le vaccinodrome déménage;09/07/2021;https://actu.fr/nouvelle-aquitaine/bordeaux_33063/a-bordeaux-le-vaccinodrome-demenage_44681990.html;Rédaction Bordeaux;societe;Après cinq mois passés au hall 1, et près de 300 000 doses injectées, le grand centre de vaccination de Bordeaux s'installe au hall 4 du Parc des expositions.;Actu Nouvelle-Aquitaine Gironde Bordeaux À Bordeaux, le vaccinodrome déménage Après cinq mois passés au hall 1, et près de 300 000 doses injectées, le grand centre de vaccination de Bordeaux s'installe au hall 4 du  Actu Bordeaux Mon actu Suivre Installé depuis le 8 avril 2021 au hall 1 du Parc des expositions, le vaccinodrome de Bordeaux (Gironde) recevra le public dans le Hall 4/porte J, à compter du jeudi 9 septembre 2021.  Il accueillera les candidats à la vaccination tous les jours de la semaine, selon les mêmes modalités horaires (8h – 19h), et sur rendez-vous pris par le biais des plateformes.  Une signalétique extérieure destinée aux automobilistes, piétons et vélos est mise en place pour indiquer la nouvelle entrée du centre. À lire aussi Bordeaux : « Je vais pouvoir revoir mes petits-enfants », le vaccinodrome a injecté 500 premières doses Près de 300 000 injections Au 31 août, le méga centre comptabilisait 290 123 injections, passant de 21 900 doses écoulées en avril à 84 840, en août, au plus fort de l’été. 3000 personnes par jour ont pu y être accueillies. 
663;Marne. Crise sanitaire à Esternay : pourquoi il n'y a pas eu de brocante cette année...;09/07/2021;https://actu.fr/grand-est/esternay_51237/marne-crise-sanitaire-a-esternay-pourquoi-il-n-y-a-pas-eu-de-brocante-cette-annee_44639212.html;Rédaction Coulommiers;societe;Le maire d'Esternay, Patrice Valentin a tenu à faire une mise au point concernant l'absence de brocante du 15 août cette année.;Actu Grand-Est Marne Esternay Marne. Crise sanitaire à Esternay : pourquoi il n'y a pas eu de brocante cette année... Le maire d'Esternay, Patrice Valentin a tenu à faire une mise au point concernant l'absence de brocante du 15 août cette année. Patrice Valentin (archives ©LPB)   Le Pays Briard Mon actu Suivre Il n’y a pas eu de brocante cette année à Esternay ! Et nombreux sont ceux qui commentent cette absence et donnent des explications erronées. À lire aussi Marne. À Esternay, la grande brocante du 15 août se prépare À lire aussi La grande brocante du 15 août se prépare à Esternay « Nous souhaitons retrouver au 15 août 2022 » « La brocante d’Esternay, ce sont plusieurs mois de préparation et une jauge de public située entre 15 000 et 20 000 personnes, 5 entrées possibles sur le site. De nombreux bénévoles impliqués et de tous âges. L’UCIA, qui en est l’organisatrice en concertation avec la commune, a pris le parti de la sécurité pour tous et ce avant l’explosion du variant Delta. Pas d’édition 2021. Nous le regrettons, mais la sécurité sanitaire et, j’allais oublier la gestion Vigipirate toujours d’actualité, nous obligent vis-à-vis de tous, organisateurs, exposants comme nos nombreux visiteurs que nous souhaitons retrouver au 15 août 2022. » Et de terminer par de sages conseils de prévention : « Prenons soin de nous comme de ceux qui nous entourent, gestes barrières, vaccination… La sortie de « crise sanitaire », est une responsabilité individuelle tout autant que collective. » 
